gene	01_SW_sgCTRL_Norm	02_SW_sgCTRL_Norm	17_SW_sgRELB_3_Hyp	18_SW_sgRELB_3_Hyp
SDHAP2	0	0	0	0
MIR570HG	0	0	0	0
MIR570	0	0	0	0
MUC20	0	0	0	0
MUC4	0	0	0	0
LINC01983	1	0	1	0
LOC107984010	2	0	5	3
TNK2	2787	2209	3058	3155
MIR6829	0	0	0	0
TNK2-AS1	39	29	53	62
LOC727978	4	2	18	11
SDHAP1	239	140	380	395
LOC105374301	0	1	4	1
TFRC	12030	9693	15031	14376
LINC00885	0	0	0	0
LOC105374303	0	0	0	0
ZDHHC19	0	2	1	2
LOC105374304	0	0	6	1
SLC51A	1	5	5	0
PCYT1A	2839	2343	3898	3886
DYNLT2B	127	99	144	159
TM4SF19-DYNLT2B	2	1	2	1
LOC107986031	7	9	23	19
TM4SF19-AS1	21	23	39	39
TM4SF19	0	0	0	0
UBXN7	1959	1703	3080	2949
UBXN7-AS1	1	0	2	1
RNF168	1043	800	1315	1329
LOC105374306	3	3	12	4
LOC105374307	0	1	0	0
SMCO1	2	0	3	2
WDR53	359	350	485	457
FBXO45	1396	1120	1623	1602
LINC01063	6	4	3	6
NRROS	74	45	49	44
CEP19	325	231	474	535
PIGX	978	788	1356	1230
PAK2	5035	4166	6959	6545
SENP5	1077	921	1483	1430
NCBP2	3078	2448	3355	3278
NCBP2-AS1	4	5	10	9
NCBP2AS2	492	369	483	479
PIGZ	70	44	215	253
MELTF	298	227	666	735
MELTF-AS1	48	32	140	138
DLG1	3729	3142	8802	8655
MIR4797	0	0	0	0
DLG1-AS1	4	3	37	30
LOC101926923	0	0	2	0
LOC105374308	0	0	0	0
LOC105374309	1	0	1	0
LINC02012	0	0	0	0
BDH1	12	13	26	28
SDHAP4	295	214	510	503
LOC112268458	26	22	69	53
RUBCN	853	702	1472	1538
MIR922	0	0	0	0
FYTTD1	3857	3115	5765	5394
LRCH3	1359	1171	1851	1949
LOC105374310	0	0	3	0
IQCG	109	98	232	234
RPL35A	11671	8916	10006	9270
LMLN	385	369	918	920
LMLN-AS1	0	0	2	0
ANKRD18DP	0	0	0	0
LOC107986177	0	0	0	0
FAM157A	0	0	0	0
LOC105379426	0	2	18	23
LOC101928669	4	0	4	1
ZNF595	93	66	153	146
ZNF718	159	134	195	163
ZNF876P	10	3	34	29
ZNF732	0	0	0	0
LOC105374336	0	0	0	0
ZNF141	394	323	599	577
MIR571	0	0	0	0
ABCA11P	102	85	177	188
ZNF721	371	306	389	342
PIGG	794	614	1400	1472
TMEM271	0	0	0	0
LOC105374338	0	0	0	0
PDE6B	0	0	1	0
PDE6B-AS1	0	0	0	0
ATP5ME	1005	820	1143	1176
MYL5	99	72	179	183
SLC49A3	34	22	79	71
LOC107986245	0	0	0	0
PCGF3	775	587	1309	1271
LOC107986246	0	2	9	6
LOC100129917	91	93	168	157
CPLX1	17	9	5	17
LOC105374339	18	9	58	58
LOC105374340	1	0	4	4
GAK	1989	1605	2535	2681
LOC105374341	1	1	10	5
TMEM175	242	152	631	660
DGKQ	598	464	892	855
SLC26A1	182	123	277	309
IDUA	218	174	390	404
FGFRL1	980	693	1085	1269
LOC105374343	5	8	20	10
RNF212	75	56	73	78
LOC105374344	0	0	0	0
TMED11P	0	0	2	0
SPON2	1	0	1	4
LOC100130872	1	2	8	3
CTBP1-AS	29	14	45	50
CTBP1	2513	1854	2891	2997
CTBP1-DT	254	211	424	432
LOC105374347	0	0	0	1
LOC105374346	3	0	2	2
MAEA	2195	1700	2086	2207
UVSSA	345	283	679	645
NKX1-1	0	0	0	0
LOC105374348	0	0	0	0
FAM53A	20	17	34	29
LOC105374349	0	0	0	0
SLBP	2459	1968	2738	2583
TMEM129	1375	1071	1814	1926
TACC3	3210	2573	3234	3255
LOC112268460	43	36	60	70
FGFR3	63	41	141	175
LETM1	2102	1658	1807	1891
NSD2	5186	4217	5429	5541
SCARNA22	6	9	17	8
NELFA	736	504	658	748
MIR943	0	0	0	0
C4orf48	90	65	142	127
NAT8L	461	342	278	312
POLN	16	16	126	109
HAUS3	518	397	683	668
MXD4	165	133	779	811
MIR4800	0	0	0	0
ZFYVE28	87	65	230	222
LOC105374352	10	9	23	25
LOC107986249	0	0	1	1
CFAP99	1	0	2	1
LOC105374353	2	3	4	5
LOC107986250	8	9	20	23
RNF4	2223	1806	2351	2419
FAM193A	616	465	861	911
TNIP2	724	514	642	741
LOC102723763	0	1	0	0
SH3BP2	1410	1094	1418	1486
ADD1	2427	1883	4031	4137
MFSD10	2094	1459	1994	2121
NOP14-AS1	209	158	219	230
NOP14	2151	1634	1709	1860
GRK4	30	17	86	65
HTT-AS	0	0	0	2
HTT	1824	1522	2378	2419
MSANTD1	2	4	7	5
RGS12	456	362	782	814
HGFAC	4	2	6	6
LOC105374354	2	1	0	1
DOK7	763	575	850	892
LOC105374355	244	191	313	354
LRPAP1	1699	1400	2607	2529
LINC00955	0	0	0	0
LOC112268461	1	0	1	0
LOC105374357	8	5	13	25
LINC02171	0	0	0	2
LINC02600	1525	1229	1400	1407
ADRA2C	2171	1565	1445	1499
FAM86EP	107	91	118	91
LOC105374358	2	3	7	1
LOC105374359	0	0	0	1
LOC101928217	1	6	2	2
LOC107986252	1	1	2	0
OTOP1	84	78	411	476
TMEM128	394	306	753	656
LYAR	2023	1700	1174	1166
ZBTB49	125	109	222	212
LOC112268462	0	0	0	1
NSG1	26	12	151	125
LOC107986253	0	0	1	0
STX18	776	606	1038	1021
STX18-IT1	0	0	0	0
LOC107986254	2	4	0	0
STX18-AS1	29	26	79	55
LOC101928237	5	3	8	11
SNORD162	2	0	1	1
LOC101928279	51	32	187	214
LINC01396	0	1	5	10
MSX1	4494	3324	12399	13195
LOC101928306	0	0	0	0
LOC107986218	0	0	0	0
CYTL1	0	0	0	0
LOC107986256	0	0	1	0
STK32B	4	2	18	4
LOC105374362	0	0	0	1
LINC01587	0	0	0	0
EVC2	5	0	13	19
EVC	8	7	9	21
CRMP1	94	90	523	555
C4orf50	1	0	4	4
MIR378D1	0	0	0	0
JAKMIP1	64	57	180	182
JAKMIP1-DT	1	0	1	2
LOC105374364	0	0	0	0
WFS1	5113	3971	6523	7190
LOC107986257	10	10	25	15
PPP2R2C	518	395	919	1038
LOC105374365	1	0	7	7
MAN2B2	748	616	1611	1715
MRFAP1	6503	5060	7753	7585
LINC02482	65	49	57	60
LOC93622	719	581	691	780
LINC02481	4	3	19	15
S100P	7	3	10	6
MRFAP1L1	1446	1133	1575	1657
LOC105378240	0	0	1	0
BLOC1S4	300	224	329	308
LOC105374367	18	20	28	43
KIAA0232	656	561	1236	1262
TBC1D14	1305	977	1168	1248
LOC100129931	1	4	2	8
CCDC96	15	24	72	77
TADA2B	497	392	693	758
GRPEL1	1589	1254	1340	1443
LOC105374368	0	6	10	7
LOC105374370	1	2	4	5
LINC02447	2	2	9	8
SORCS2	226	148	42	54
LOC105374371	0	0	0	0
MIR4798	0	0	0	0
PSAPL1	3	2	10	10
MIR4274	0	0	0	0
LOC107986258	0	0	0	1
AFAP1-AS1	187	145	3	2
AFAP1	480	345	216	221
LOC389199	0	0	0	0
ABLIM2	257	201	316	353
MIR95	0	0	0	0
SH3TC1	464	350	580	675
LOC105374373	3	0	5	4
HTRA3	48	40	92	104
LOC112268463	0	0	0	0
LINC02517	0	0	0	0
ACOX3	244	213	358	346
LOC105374376	0	0	5	1
TRMT44	248	188	266	299
GPR78	0	0	0	0
CPZ	171	125	285	310
LOC101928532	0	0	0	0
HMX1	0	0	0	0
LOC105374474	0	0	0	0
LOC105369250	20	12	37	46
FAM90A26	0	0	0	0
USP17L10	0	0	0	0
USP17L11	0	0	0	0
USP17L12	0	0	0	0
USP17L13	0	0	0	0
USP17L15	0	0	0	0
USP17L17	0	0	0	0
USP17L18	0	0	0	0
USP17L19	0	0	0	0
USP17L20	0	0	0	0
USP17L21	0	0	0	0
USP17L22	0	0	0	0
USP17L24	0	0	0	0
USP17L25	0	0	0	0
USP17L26	0	0	0	0
USP17L5	0	0	0	0
USP17L27	0	0	0	0
USP17L28	0	0	0	0
USP17L29	0	0	0	0
USP17L9P	0	0	0	0
USP17L30	0	0	0	0
USP17L6P	0	0	0	0
DEFB131A	0	0	0	0
MIR548I2	0	0	0	0
SLC2A9	64	31	76	70
DRD5	0	0	0	0
SLC2A9-AS1	0	0	2	0
WDR1	6513	4992	8467	9353
MIR3138	0	0	0	0
LOC105374478	0	0	0	0
LOC107986260	0	0	0	0
ZNF518B	0	0	1	0
CLNK	0	0	0	0
LOC105374482	0	0	0	0
LOC105374481	0	0	0	0
LOC105374480	0	0	0	0
LINC02498	0	0	0	0
LOC105374479	0	0	0	0
LOC105374488	0	0	0	0
MIR572	0	0	0	0
HS3ST1	46	32	28	34
LOC107986178	0	0	0	1
LINC02360	0	0	0	0
LOC105374483	0	0	0	0
MIR12113	0	0	0	0
LOC105374489	0	0	0	0
LOC107986179	0	0	0	0
LOC107986180	0	0	0	0
LINC02270	0	0	0	0
LOC105374492	0	0	0	0
LOC105374490	0	0	0	0
LOC107986181	0	0	0	0
LOC105374493	2	0	2	1
LOC105374494	0	0	1	3
RAB28	370	273	500	471
LOC105374495	0	0	1	0
LINC01097	0	0	0	0
NKX3-2	17	8	116	100
LINC01096	1	1	9	7
BOD1L1	974	812	1954	2056
MIR5091	1	0	0	0
LINC01182	0	0	0	0
LOC107986183	0	0	0	1
LOC107986184	0	0	0	0
LOC101929048	1	1	1	2
LOC107986182	1	0	3	0
LINC01085	0	0	0	0
LINC00504	0	0	0	0
LOC105374496	0	0	0	0
CPEB2-DT	0	0	0	0
LOC105374498	0	0	0	0
CPEB2	77	52	160	159
C1QTNF7-AS1	0	0	0	0
LOC105374501	0	0	0	0
C1QTNF7	0	0	0	0
LOC107986185	0	0	0	1
CC2D2A	374	299	363	374
FBXL5	801	666	1390	1289
FAM200B	302	236	498	478
BST1	2	1	3	10
LOC107986186	0	0	0	0
CD38	0	0	1	1
FGFBP1	10	12	23	29
FGFBP2	0	0	0	0
PROM1	1	1	1	2
LOC107986261	0	0	3	2
LOC105374502	0	0	0	0
TAPT1	368	303	530	510
LOC107986187	0	0	0	1
TAPT1-AS1	32	32	32	36
LOC105374505	0	0	0	0
LDB2	0	0	0	0
LOC107986188	0	0	0	0
LOC105374507	0	0	0	0
LINC02493	0	0	0	0
LOC107986219	0	0	0	0
SNORA75B	0	0	0	0
QDPR	1061	851	1001	1053
CLRN2	0	0	0	0
LAP3	1684	1254	1710	1666
MED28	1541	1276	1428	1533
FAM184B	4	2	5	8
DCAF16	1055	850	1462	1436
NCAPG	3220	2568	3272	2965
LCORL	381	341	554	514
LOC107986220	0	0	0	0
LOC107986262	0	0	0	0
LOC105374510	0	0	0	0
LOC107986263	0	0	0	0
LINC02438	0	0	0	0
LOC105374511	0	0	0	0
LOC105374513	0	0	0	0
LOC105374514	0	0	0	0
SLIT2	1	0	2	0
SLIT2-IT1	0	0	0	0
MIR218-1	0	0	1	0
LOC105374515	0	0	0	0
PACRGL	182	153	248	214
KCNIP4	0	0	0	1
MIR7978	0	0	0	0
LOC105374516	0	0	0	0
LOC112268323	0	0	0	0
KCNIP4-IT1	0	0	0	0
LOC100505912	0	0	0	0
LOC105374519	0	0	0	0
ADGRA3	805	694	853	841
MIR12115	0	0	0	0
LOC105374520	0	0	0	0
GBA3	0	0	0	0
LOC107986265	120	81	143	123
LOC105374521	0	0	0	0
LOC105374524	0	0	2	1
LOC105374523	0	0	0	0
LOC105374525	0	0	0	0
LOC105374528	0	0	0	0
LOC105374527	0	0	0	0
PPARGC1A	71	46	224	233
MIR573	0	2	0	0
DHX15	6543	5377	5380	5165
LINC02473	0	0	1	0
SOD3	1	3	22	26
CCDC149	27	28	69	70
LOC102723675	0	0	0	0
LGI2	2	3	0	2
LOC105374534	0	0	0	0
SEPSECS	206	169	341	305
SEPSECS-AS1	3	2	3	9
LOC105374535	3	0	2	4
PI4K2B	853	672	1342	1392
ZCCHC4	287	246	230	226
ANAPC4	688	508	560	565
LOC105374536	0	0	0	0
LOC101929161	0	0	0	0
SLC34A2	0	0	0	0
SEL1L3	3235	2474	2895	2769
LOC102723733	1	1	3	5
LOC105374538	3	4	8	1
SMIM20	407	313	339	328
LINC02357	0	0	0	0
LOC105374541	0	0	0	0
RBPJ	1714	1241	2974	2722
LOC105374545	0	0	0	0
LOC105374542	0	0	0	0
CCKAR	0	0	0	0
TBC1D19	66	74	215	224
STIM2-AS1	2	0	0	6
STIM2	422	353	650	633
LINC02261	0	0	0	0
LOC105374547	0	0	0	0
LOC105374548	0	0	0	0
LOC105374549	0	0	0	0
LOC105374550	0	0	0	0
LOC105374552	0	0	0	0
LOC105374553	0	0	0	0
LOC105374557	0	0	0	0
LOC107986269	0	0	0	0
LOC107986268	0	0	0	0
LOC105374556	0	0	0	0
LOC105374558	0	0	0	0
LOC105374559	0	0	0	0
MIR4275	0	0	0	0
LINC02364	0	0	0	0
LINC02472	0	0	0	0
LOC107986221	0	0	0	0
LOC105374562	0	0	0	0
PCDH7	1	1	1	4
LINC02497	0	0	0	0
LOC105374564	0	0	0	0
LINC02501	0	0	0	0
LOC105374566	0	0	0	0
LOC107986222	0	0	0	0
LINC02506	0	0	0	0
LOC105377651	0	0	0	0
LOC102723846	0	0	0	0
LINC02353	0	0	0	0
LOC107986223	0	0	0	0
LOC105374391	0	0	0	0
LOC105374392	0	0	0	0
LOC101928622	0	0	0	0
LINC02484	0	0	0	0
LOC107986270	0	0	0	0
LOC107986271	0	0	0	0
LOC105378262	0	0	0	0
LOC107986272	0	0	0	0
LOC105374396	0	0	0	0
LOC105374397	0	0	0	0
ARAP2	437	347	381	353
LOC439933	0	0	0	0
DTHD1	0	0	0	0
LOC105374399	0	0	0	0
MIR1255B1	0	0	0	0
LINC02505	0	1	0	0
LINC02616	0	0	0	0
LOC101928721	0	0	0	0
LOC105374402	0	0	0	0
MIR4801	0	0	0	0
NWD2	1	0	0	0
C4orf19	12	15	6	7
RELL1	218	173	200	233
LOC105374404	0	0	0	0
LOC105374406	0	0	0	0
PGM2	1027	861	920	856
TBC1D1	1097	858	1157	1216
LOC105374407	9	4	8	1
PTTG2	0	3	1	3
LOC105374408	0	0	0	0
LOC105374409	0	0	0	0
LINC02513	0	0	0	0
LINC01258	0	0	0	0
LINC01259	0	0	0	0
LOC107986224	0	0	0	0
LINC02278	0	0	1	0
KLF3-AS1	13	12	18	24
KLF3	995	798	1095	991
LOC105374413	0	0	0	0
LOC105374412	0	0	0	0
TLR10	0	0	0	0
TLR1	0	0	1	1
TLR6	0	2	3	5
FAM114A1	301	250	550	507
MIR574	0	0	1	0
TMEM156	0	0	1	3
KLHL5	5131	3994	7179	6952
LOC105374418	0	1	2	5
WDR19	586	503	923	938
RFC1	2382	1960	2947	2935
KLB	7	4	9	6
MIR5591	0	0	0	0
RPL9	5487	4423	5047	4898
LIAS	178	162	128	127
LOC401127	6	4	4	1
UGDH	1529	1271	1309	1200
UGDH-AS1	22	23	59	69
SMIM14	252	200	1001	933
SMIM14-DT	1	0	3	5
UBE2K	2518	1935	2667	2524
PDS5A	4209	3377	4030	3886
LOC344967	4	2	1	5
N4BP2	257	239	480	516
RHOH	0	0	0	0
LINC02265	0	0	0	0
CHRNA9	0	0	0	0
RBM47	120	91	326	318
MIR4802	0	0	0	0
LOC107986225	0	0	0	0
NSUN7	90	69	132	149
APBB2	373	298	1189	1218
LOC107986273	0	0	1	0
UCHL1-DT	0	0	0	0
UCHL1	66	42	176	156
LIMCH1	162	124	722	618
LOC105374423	0	0	0	0
LOC105374421	0	1	4	2
PHOX2B	0	0	0	0
PHOX2B-AS1	0	0	0	0
LINC00682	0	0	0	0
LOC105374426	0	0	2	1
TMEM33	1935	1662	1627	1535
DCAF4L1	5	5	13	9
SLC30A9	2008	1692	3279	3081
BEND4	0	0	0	0
LOC105374428	0	0	0	0
SHISA3	0	0	0	0
ATP8A1	34	28	70	35
LOC105374430	0	0	0	0
GRXCR1	0	0	0	0
LOC105374432	0	0	0	0
LOC105374434	0	0	0	0
LOC105374433	0	0	0	0
LINC02383	0	0	0	0
LOC105374438	0	0	0	0
LINC02475	0	0	0	0
KCTD8	0	0	0	0
LOC107986275	0	0	0	0
YIPF7	0	1	1	2
GUF1	1095	965	1279	1194
GNPDA2	346	265	523	452
LOC105374439	1	0	1	0
LOC112268465	0	0	1	1
LOC105374440	0	0	0	0
LOC105374441	0	0	0	0
GABRG1	0	0	0	0
GABRA2	0	0	1	0
COX7B2	0	0	0	0
GABRA4	0	0	0	0
GABRB1	0	0	0	0
LOC105374442	0	0	0	0
LOC107986276	0	0	0	0
COMMD8	453	380	535	433
LOC107986277	0	2	0	1
ATP10D	107	85	364	377
CORIN	3	5	10	22
LOC105374444	0	0	0	0
LOC105374443	0	0	0	0
MIR8053	0	0	0	0
LOC101927179	0	0	0	0
NFXL1	644	483	456	442
LOC101927157	6	5	5	3
CNGA1	3	3	1	2
NIPAL1	102	102	64	74
TXK	11	5	20	16
TEC	147	111	164	173
LOC105374445	3	2	13	9
SLAIN2	1175	973	1461	1465
SLC10A4	2	1	0	1
ZAR1	0	0	1	2
FRYL	438	319	803	765
OCIAD1	1753	1420	1877	1869
OCIAD1-AS1	2	1	2	0
OCIAD2	991	738	1083	1025
CWH43	0	0	0	1
LOC101927209	0	0	0	0
DCUN1D4	844	719	1216	1131
LRRC66	0	2	2	3
SGCB	462	394	1117	1039
LINC02480	0	0	0	0
SPATA18	3	0	1	1
LOC107986279	0	0	0	0
LOC112268466	0	0	0	0
USP46	671	572	1066	964
USP46-DT	29	24	70	59
DANCR	3033	2380	3150	3113
MIR4449	2	0	1	0
SNORA26	11	16	16	14
ERVMER34-1	2879	2347	4106	4175
LOC107986281	46	45	66	77
LINC01618	1	0	0	0
RASL11B	358	249	770	785
SCFD2	271	231	250	267
LOC101928658	0	0	4	0
LOC105377654	0	0	0	0
FIP1L1	914	732	1013	1022
LNX1	10	9	26	32
LNX1-AS1	0	0	0	0
LNX1-AS2	0	1	4	4
LOC100506444	0	0	0	0
RPL21P44	0	1	0	1
CHIC2	129	91	323	308
GSX2	0	0	0	0
PDGFRA	2	0	17	14
LINC02283	0	0	0	0
LINC02260	0	0	0	0
KIT	1	0	4	3
LOC105377657	0	0	0	0
LINC02358	0	0	0	0
KDR	0	0	1	3
SRD5A3	273	227	334	289
SRD5A3-AS1	1	1	2	2
LINC02928	2	0	4	2
TMEM165	1560	1192	1834	1562
CLOCK	1312	1106	1178	1240
PDCL2	0	0	0	0
NMU	135	114	110	108
LOC105377660	0	0	0	1
EXOC1L	0	0	0	0
LOC105377661	0	0	0	0
EXOC1	943	777	1322	1262
LOC105377663	3	5	16	7
CEP135	433	388	590	529
CRACD	790	563	547	531
LOC101928760	0	0	0	0
LOC105377664	0	0	0	0
AASDH	225	202	341	297
PPAT	2126	1675	1777	1684
PAICS	11350	9111	11242	11310
SRP72	3514	2723	3363	3214
ARL9	1	0	1	1
LOC105377665	0	0	0	0
THEGL	0	1	3	2
HOPX	0	1	0	0
LOC105377666	0	0	0	0
CHAER1	0	0	0	0
LOC105377668	0	0	1	0
SPINK2	1	0	3	1
REST	1539	1315	2572	2536
NOA1	731	583	731	748
POLR2B	4470	3547	4267	4163
IGFBP7	2101	1540	3310	3298
IGFBP7-AS1	0	0	1	2
LOC107986283	0	0	0	0
LINC02380	0	0	0	0
LOC105377670	0	0	0	0
LINC02494	0	0	0	0
LOC107986228	0	0	0	0
LOC105377672	0	0	0	0
LOC105377246	0	0	0	0
LINC02429	0	0	0	0
LINC02619	0	0	0	0
LINC02496	0	0	0	0
MIR548AG1	0	0	0	0
LINC02271	0	0	0	0
ADGRL3	0	0	0	1
ADGRL3-AS1	0	0	0	0
LOC101927145	0	0	0	0
LOC105377253	0	0	0	1
LOC105377254	0	0	0	0
TECRL	0	0	0	0
LOC107986284	0	0	0	0
LOC105377255	0	0	0	0
LINC02232	0	0	0	0
LINC02835	0	0	0	0
EPHA5	0	0	0	0
EPHA5-AS1	0	0	0	0
LOC105377258	0	0	0	0
LOC105377259	0	0	0	0
LOC105377260	0	0	0	0
LOC105377261	0	0	0	1
MIR1269A	0	0	0	0
LOC105377262	0	0	0	0
LOC101927237	1	0	2	1
CENPC	386	305	600	537
STAP1	0	0	0	0
UBA6	2313	1889	2847	2754
UBA6-DT	197	164	315	287
GNRHR	1	1	4	4
LOC102724780	0	0	0	0
TMPRSS11D	0	0	0	0
TMPRSS11A	0	0	0	0
TMPRSS11GP	0	0	0	0
TMPRSS11F	0	0	0	0
LOC550113	0	0	0	0
SYT14P1	0	0	0	0
FTLP10	0	0	0	0
TMPRSS11BNL	0	0	0	0
TMPRSS11B	0	0	0	0
YTHDC1	1	0	2	1
TMPRSS11E	0	0	0	0
UGT2B17	0	0	0	0
UGT2B15	0	0	0	0
UGT2B10	0	0	0	0
UGT2A3	0	0	0	0
LOC105377265	0	0	0	0
UGT2B7	0	0	0	0
LOC105377267	0	0	0	0
UGT2B11	0	0	0	0
UGT2B28	0	0	0	0
UGT2B4	0	0	0	0
UGT2A1	0	0	0	0
UGT2A2	0	0	0	0
SULT1B1	0	0	0	0
SULT1E1	0	0	0	0
CSN1S1	0	0	0	0
CSN2	0	0	0	0
LOC105377269	0	0	0	0
STATH	0	0	0	0
HTN3	0	0	0	0
HTN1	0	0	0	0
CSN1S2AP	0	0	0	0
CSN1S2BP	0	0	0	0
PRR27	0	0	0	0
LOC105377270	0	0	0	0
ODAM	0	0	0	0
FDCSP	0	0	0	0
CSN3	0	0	0	0
CABS1	0	0	0	0
SMR3A	0	0	0	0
SMR3B	0	0	0	0
OPRPN	0	0	0	0
MUC7	0	0	0	0
AMTN	0	0	0	0
AMBN	0	0	0	0
ENAM	0	0	0	0
JCHAIN	1	0	1	0
LOC101927297	0	0	0	0
UTP3	1067	877	1234	1171
RUFY3	228	204	382	353
GRSF1	3687	2937	3847	3793
MOB1B	828	705	1392	1260
DCK	997	812	962	932
SLC4A4	0	0	3	3
LOC107986285	0	0	0	0
LOC105377271	0	0	0	0
GC	0	0	0	0
NPFFR2	0	0	0	0
ADAMTS3	0	0	0	0
LOC105377273	0	0	0	0
LOC107986286	0	0	0	0
COX18	273	222	402	412
LOC112268467	0	1	1	2
ANKRD17	2764	2348	2976	3069
ANKRD17-DT	1	0	0	1
ALB	6	2	4	0
AFP	0	0	0	0
AFM	0	0	0	0
LINC02499	0	0	0	0
LOC107986287	0	0	0	0
RASSF6	2	2	1	4
LOC105377272	0	0	0	0
CXCL8	2	1	12	4
CXCL6	2	1	2	4
PF4V1	0	0	0	0
CXCL1	4	7	3	5
PF4	0	0	0	0
PPBP	0	0	1	0
CXCL5	0	0	0	0
CXCL3	10	1	8	5
LOC105377275	3	1	1	1
PPBPP2	0	0	0	0
CXCL2	0	1	3	3
LOC105377277	0	0	0	0
MTHFD2L	305	275	373	377
LOC105377276	0	0	0	0
EPGN	0	0	0	0
EREG	9	2	11	12
AREG	15	11	8	10
LOC107986229	0	0	0	0
BTC	12	6	16	14
LOC105377278	0	0	0	0
LOC105377282	0	0	0	0
LOC105377280	0	0	0	0
PARM1	163	114	61	61
PARM1-AS1	0	0	0	0
LOC107986289	0	0	0	0
LINC02562	6	7	17	11
LOC100506253	0	1	13	8
LINC02483	0	0	0	0
LOC107986230	0	0	0	0
RCHY1	581	477	594	538
THAP6	340	269	496	476
ODAPH	0	0	3	1
CDKL2	35	32	54	56
G3BP2	5086	4150	7500	7204
USO1	2338	1868	2908	2758
LOC105377284	0	0	1	1
PPEF2	0	0	0	0
LOC105377285	0	0	0	0
NAAA	571	478	589	560
SDAD1	1508	1246	1631	1558
SDAD1-AS1	0	0	1	0
CXCL9	0	0	0	0
ART3	0	0	0	0
CXCL10	0	0	0	0
CXCL11	0	1	0	1
NUP54	1640	1306	1609	1573
SCARB2	2683	2189	4798	4477
FAM47E	1	1	6	9
LOC105377286	2	0	4	2
FAM47E-STBD1	0	0	0	0
STBD1	10	9	29	31
CCDC158	1	4	7	3
SHROOM3	4204	3341	7065	7285
MIR4450	0	0	0	0
MIR548AH	0	0	1	0
LOC105377290	5	7	35	20
SHROOM3-AS1	3	1	2	3
SOWAHB	68	49	169	151
LOC107986291	13	3	12	15
LOC105377294	19	19	35	19
SEPTIN11	4589	3716	5702	5634
LOC105377291	8	4	15	11
LOC107986290	0	1	2	4
CCNI	4978	4074	6432	6427
LOC101928864	2	2	5	3
CCNG2	252	203	2006	1924
LOC107986292	0	0	0	0
LOC105377295	0	0	0	0
CXCL13	0	0	0	0
LOC105377296	0	0	0	0
LOC105377297	0	0	5	4
CNOT6L	659	562	1067	923
MRPL1	690	615	468	424
LOC102724916	0	0	0	1
FRAS1	492	411	1111	1137
LOC107986293	56	45	116	115
SNORD161	0	0	0	0
ANXA3	2942	2412	3872	3838
LINC01094	0	0	0	0
LOC101928893	0	0	0	0
BMP2K	427	345	595	617
LOC105377299	0	0	0	0
PAQR3	681	516	453	419
LINC01088	1	0	1	1
NAA11	0	0	0	0
LOC105377300	0	0	0	0
GK2	0	0	0	0
LINC00989	0	0	0	0
LOC107986294	0	0	0	0
LINC02469	0	0	0	0
LOC105377302	0	0	0	0
PCAT4	0	0	0	0
ANTXR2	20	12	51	50
PRDM8-AS1	0	0	0	1
PRDM8	1	0	5	3
FGF5	0	0	0	0
CFAP299	0	0	0	0
LOC105377305	0	0	0	0
BMP3	0	0	0	0
PRKG2	23	20	50	53
PRKG2-AS1	0	0	0	0
RASGEF1B	27	29	93	84
LOC105377306	0	0	0	0
LOC105377308	1	1	5	6
VAMP9P	0	0	0	0
HNRNPD	7365	5852	7539	7301
HNRNPD-DT	9	8	15	7
HNRNPDL	5295	4152	6008	5763
ENOPH1	1540	1159	1614	1531
LOC105377310	2	0	5	6
TMEM150C	128	92	226	231
LINC00575	0	0	0	0
SCD5	993	742	1387	1378
MIR575	0	0	0	0
SEC31A	1678	1362	2701	2741
THAP9-AS1	646	535	898	800
SNORD143	7	3	16	7
SNORD144	4	5	9	7
THAP9	101	77	164	157
LIN54	685	548	1164	1192
COPS4	975	771	1094	968
PLAC8	1	0	6	3
COQ2	386	337	575	577
HPSE	43	25	50	58
LOC105377313	0	0	0	0
HELQ	302	206	385	311
MRPS18C	213	161	225	164
ABRAXAS1	223	210	207	216
GPAT3	371	321	539	523
LOC105377315	0	0	0	0
LOC101928978	4	5	15	13
NKX6-1	45	30	33	42
LOC102723338	0	0	1	1
CDS1	377	282	246	200
WDFY3	404	340	837	861
WDFY3-AS1	0	0	0	0
WDFY3-AS2	22	26	78	85
ARHGAP24	0	0	1	0
LOC105377319	0	0	0	0
MIR4451	0	0	0	0
MAPK10	0	0	0	2
MAPK10-AS1	0	0	0	0
MIR4452	0	0	0	0
PTPN13	84	77	265	251
LOC107986189	0	0	0	0
SLC10A6	0	0	0	1
C4orf36	18	21	43	40
AFF1-AS1	73	71	162	142
AFF1	1668	1363	2872	2749
LOC105377320	0	0	0	1
KLHL8	613	527	756	636
MIR5705	0	0	0	0
HSD17B13	1	3	6	0
HSD17B11	1266	1019	1177	1049
NUDT9	338	251	426	452
LOC105377321	0	0	0	0
SPARCL1	1	0	2	1
DSPP	0	0	0	0
DMP1	0	1	1	0
LOC105377323	0	0	0	0
LOC105377324	0	0	0	0
IBSP	0	0	0	0
MEPE	0	0	0	0
SPP1	1	0	2	4
PKD2	540	473	1176	1144
ABCG2	19	19	16	16
PPM1K	205	206	467	414
PPM1K-DT	0	0	3	2
LOC105377326	0	0	0	0
HERC6	109	69	307	291
LOC102723458	6	8	13	17
HERC5	22	28	13	16
PYURF	0	0	0	0
PIGY	0	0	0	0
PIGY-DT	1	0	5	0
HERC3	174	108	755	738
